Customer_ID,OrderCount,TotalRevenue,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
15325,8,1601.46,103,3,4,4,344,Champions
15326,5,1700.52,333,2,4,4,244,Champions
15327,1,208.75,52,4,1,1,411,Potential Loyalists
15328,1,107.24,407,2,1,1,211,Lost
15329,11,2958.83,38,4,5,5,455,Champions
15330,2,714.96,31,4,2,3,423,Potential Loyalists
15331,3,767.91,499,1,3,3,133,Loyal Customers
15332,6,4892.68,365,2,4,5,245,Champions
15333,1,1028.56,207,2,1,3,213,Lost
15334,3,350.82,156,3,3,2,332,At Risk
15335,1,170.22,53,4,1,1,411,Potential Loyalists
15336,1,240.5,401,2,1,1,211,Lost
15337,1,373.02,410,1,1,2,112,Lost
15338,1,277.93,676,1,1,1,111,Lost
15339,7,1821.02,65,3,4,4,344,Champions
15340,1,105.5,561,1,1,1,111,Lost
15341,2,2402.7200000000003,80,3,2,4,324,At Risk
15342,1,406.09,129,3,1,2,312,At Risk
15343,1,364.5,86,3,1,2,312,At Risk
15344,3,563.94,0,5,3,2,532,Potential Loyalists
15345,1,393.54,45,4,1,2,412,Potential Loyalists
15346,3,596.12,332,2,3,2,232,Lost
15347,4,1162.0,365,2,3,3,233,Loyal Customers
15348,1,158.04,71,3,1,1,311,At Risk
15349,2,463.90999999999997,157,3,2,2,322,At Risk
15350,2,547.6,372,2,2,2,222,Lost
15351,10,3430.22,11,5,5,5,555,Champions
15352,1,111.15,548,1,1,1,111,Lost
15353,7,2794.4700000000003,254,2,4,4,244,Champions
15354,3,284.4,602,1,3,1,131,Lost
15355,2,277.05,28,4,2,1,421,Potential Loyalists
15356,13,3239.57,30,4,5,5,455,Champions
15358,42,16425.86,4,5,5,5,555,Champions
15359,8,181.35,662,1,4,1,141,Lost
15360,1,427.93,39,4,1,2,412,Potential Loyalists
15361,4,689.07,361,2,3,3,233,Loyal Customers
15362,2,613.08,448,1,2,3,123,Lost
15363,2,678.11,372,2,2,3,223,Lost
15364,2,913.19,95,3,2,3,323,At Risk
15365,13,4557.13,25,4,5,5,455,Champions
15366,7,2389.08,74,3,4,4,344,Champions
15367,11,5081.33,56,4,5,5,455,Champions
15368,2,722.74,20,4,2,3,423,Potential Loyalists
15369,11,6251.26,491,1,5,5,155,Champions
15370,8,3739.01,40,4,4,5,445,Champions
15371,1,59.400000000000006,661,1,1,1,111,Lost
15372,8,6017.06,136,3,4,5,345,Champions
15373,17,3084.54,7,5,5,5,555,Champions
15374,2,307.32,128,3,2,2,322,At Risk
15375,1,60.959999999999994,689,1,1,1,111,Lost
15376,3,1221.56,39,4,3,4,434,Loyal Customers
15377,4,1211.75,382,2,3,3,233,Loyal Customers
15378,2,246.5,462,1,2,1,121,Lost
15379,8,4877.84,168,3,4,5,345,Champions
15380,11,3248.96,8,5,5,5,555,Champions
15381,5,1890.5700000000002,213,2,4,4,244,Champions
15382,12,13733.550000000001,14,5,5,5,555,Champions
15384,4,2027.79,169,3,3,4,334,Loyal Customers
15385,3,942.08,39,4,3,3,433,Loyal Customers
15386,1,394.14,185,3,1,2,312,At Risk
15387,1,468.65,491,1,1,2,112,Lost
15388,1,140.54,269,2,1,1,211,Lost
15389,5,2733.8,171,3,4,4,344,Champions
15390,2,1216.66,395,2,2,3,223,Lost
15391,1,289.87,583,1,1,2,112,Lost
15392,7,2911.62,4,5,4,5,545,Champions
15393,5,891.34,15,5,4,3,543,Loyal Customers
15394,11,5286.8,9,5,5,5,555,Champions
15395,1,107.45,325,2,1,1,211,Lost
15396,2,796.38,112,3,2,3,323,At Risk
15397,1,94.0,289,2,1,1,211,Lost
15398,2,1345.53,15,5,2,4,524,Potential Loyalists
15399,3,815.77,0,5,3,3,533,Loyal Customers
15400,8,1302.3,91,3,4,4,344,Champions
15401,2,216.95000000000002,451,1,2,1,121,Lost
15402,6,1830.54,148,3,4,4,344,Champions
15403,2,170.88,491,1,2,1,121,Lost
15404,1,257.06,375,2,1,1,211,Lost
15405,2,659.84,188,2,2,3,223,Lost
15406,4,975.87,30,4,3,3,433,Loyal Customers
15407,4,1046.74,33,4,3,3,433,Loyal Customers
15408,1,267.18,263,2,1,1,211,Lost
15409,1,131.25,720,1,1,1,111,Lost
15410,10,4685.72,83,3,5,5,355,Champions
15411,4,1348.93,25,4,3,4,434,Loyal Customers
15412,1,190.53,170,3,1,1,311,At Risk
15413,5,6798.72,691,1,4,5,145,Champions
15414,3,774.9000000000001,9,5,3,3,533,Loyal Customers
15415,1,559.61,312,2,1,2,212,Lost
15416,7,4572.82,64,3,4,5,345,Champions
15417,1,508.8,84,3,1,2,312,At Risk
15418,2,449.42,424,1,2,2,122,Lost
15419,1,135.86,24,4,1,1,411,Potential Loyalists
15420,6,743.0,433,1,4,3,143,Loyal Customers
15421,10,3805.34,58,3,5,5,355,Champions
15422,7,1619.97,322,2,4,4,244,Champions
15423,3,266.89,37,4,3,1,431,Potential Loyalists
15424,3,597.78,253,2,3,2,232,Lost
15425,4,1941.1200000000001,399,2,3,4,234,Loyal Customers
15426,9,2156.35,18,5,5,4,554,Champions
15427,3,1430.54,32,4,3,4,434,Loyal Customers
15428,4,762.75,14,5,3,3,533,Loyal Customers
15429,2,397.35,26,4,2,2,422,Potential Loyalists
15430,2,954.75,467,1,2,3,123,Lost
15431,1,153.24,502,1,1,1,111,Lost
15432,2,320.76,22,4,2,2,422,Potential Loyalists
15433,2,533.3,213,2,2,2,222,Lost
15434,11,2567.06,7,5,5,4,554,Champions
15435,1,149.29,21,4,1,1,411,Potential Loyalists
15436,3,1067.75,11,5,3,3,533,Loyal Customers
15437,2,393.45,261,2,2,2,222,Lost
15438,1,156.57999999999998,130,3,1,1,311,At Risk
15439,4,1269.05,404,2,3,4,234,Loyal Customers
15440,3,383.68,54,4,3,2,432,Potential Loyalists
15441,3,1254.21,395,2,3,4,234,Loyal Customers
15442,1,594.0,248,2,1,2,212,Lost
15443,14,5114.23,1,5,5,5,555,Champions
15444,2,1411.21,8,5,2,4,524,Potential Loyalists
15445,2,284.5,263,2,2,1,221,Lost
15446,3,399.75,376,2,3,2,232,Lost
15447,5,492.88,330,2,4,2,242,Lost
15448,2,788.81,312,2,2,3,223,Lost
15449,3,974.52,25,4,3,3,433,Loyal Customers
15450,1,429.84,29,4,1,2,412,Potential Loyalists
15451,2,226.86,433,1,2,1,121,Lost
15452,6,1785.1100000000001,29,4,4,4,444,Champions
15453,7,1371.77,1,5,4,4,544,Champions
15454,2,305.99,361,2,2,2,222,Lost
15455,1,38.25,597,1,1,1,111,Lost
15456,10,2091.52,282,2,5,4,254,Champions
15457,1,237.07,261,2,1,1,211,Lost
15458,2,370.43999999999994,24,4,2,2,422,Potential Loyalists
15459,2,202.82999999999998,416,1,2,1,121,Lost
15460,1,214.26,353,2,1,1,211,Lost
15461,2,429.7,460,1,2,2,122,Lost
15462,4,737.05,93,3,3,3,333,Loyal Customers
15463,1,126.14,28,4,1,1,411,Potential Loyalists
15464,1,1044.65,337,2,1,3,213,Lost
15465,32,12100.4,19,4,5,5,455,Champions
15466,4,1560.46,84,3,3,4,334,Loyal Customers
15467,3,524.88,8,5,3,2,532,Potential Loyalists
15468,3,1430.48,50,4,3,4,434,Loyal Customers
15469,3,874.25,49,4,3,3,433,Loyal Customers
15470,1,63.419999999999995,575,1,1,1,111,Lost
15471,3,1292.01,1,5,3,4,534,Loyal Customers
15472,1,371.56,112,3,1,2,312,At Risk
15473,8,2046.0,13,5,4,4,544,Champions
15474,1,150.35,595,1,1,1,111,Lost
15475,1,454.10999999999996,76,3,1,2,312,At Risk
15476,4,2209.98,379,2,3,4,234,Loyal Customers
15477,1,368.4,649,1,1,2,112,Lost
15478,3,1983.48,39,4,3,4,434,Loyal Customers
15479,1,147.4,732,1,1,1,111,Lost
15480,5,6279.0,115,3,4,5,345,Champions
15481,1,1993.34,400,2,1,4,214,Lost
15482,19,14417.36,15,5,5,5,555,Champions
15483,10,817.8199999999999,160,3,5,3,353,Loyal Customers
15484,6,4652.1,0,5,4,5,545,Champions
15485,7,4810.92,29,4,4,5,445,Champions
15486,1,102.0,526,1,1,1,111,Lost
15487,1,231.32,679,1,1,1,111,Lost
15488,5,431.92,92,3,4,2,342,At Risk
15489,8,2419.61,22,4,4,4,444,Champions
15490,1,210.85,429,1,1,1,111,Lost
15491,6,3100.09,94,3,4,5,345,Champions
15492,2,659.4599999999999,27,4,2,3,423,Potential Loyalists
15493,9,4121.68,32,4,5,5,455,Champions
15494,5,3702.6,20,4,4,5,445,Champions
15495,1,246.5,378,2,1,1,211,Lost
15496,1,146.14000000000001,630,1,1,1,111,Lost
15497,9,8657.39,17,5,5,5,555,Champions
15498,44,24972.86,2,5,5,5,555,Champions
15499,1,158.65,723,1,1,1,111,Lost
15500,4,1131.56,7,5,3,3,533,Loyal Customers
15501,2,399.95,404,2,2,2,222,Lost
15502,14,13003.869999999999,15,5,5,5,555,Champions
15503,2,257.3,362,2,2,1,221,Lost
15504,4,402.7,80,3,3,2,332,At Risk
15505,5,3610.96,52,4,4,5,445,Champions
15506,6,2030.33,22,4,4,4,444,Champions
15507,1,475.86,171,3,1,2,312,At Risk
15508,6,1000.27,188,2,4,3,243,Loyal Customers
15509,1,152.41,379,2,1,1,211,Lost
15510,1,250.0,330,2,1,1,211,Lost
15511,5,900.53,11,5,4,3,543,Loyal Customers
15512,4,331.58,155,3,3,2,332,At Risk
15513,35,26437.05,32,4,5,5,455,Champions
15514,18,6392.06,11,5,5,5,555,Champions
15515,1,171.81,386,2,1,1,211,Lost
15516,3,62.43,44,4,3,1,431,Potential Loyalists
15517,1,267.03,232,2,1,1,211,Lost
15518,15,4189.99,63,3,5,5,355,Champions
15519,2,344.61,382,2,2,2,222,Lost
15520,1,343.5,1,5,1,2,512,Potential Loyalists
15521,16,7098.24,39,4,5,5,455,Champions
15522,2,397.99,32,4,2,2,422,Potential Loyalists
15523,16,17259.19,83,3,5,5,355,Champions
15524,2,591.4,24,4,2,2,422,Potential Loyalists
15525,4,890.22,1,5,3,3,533,Loyal Customers
15526,2,148.44,32,4,2,1,421,Potential Loyalists
15527,23,5554.89,18,5,5,5,555,Champions
15528,1,229.33,253,2,1,1,211,Lost
15529,12,4783.66,22,4,5,5,455,Champions
15530,5,1808.68,21,4,4,4,444,Champions
15531,2,1972.39,7,5,2,4,524,Potential Loyalists
15532,10,3738.85,24,4,5,5,455,Champions
15533,3,807.57,18,5,3,3,533,Loyal Customers
15534,1,162.25,725,1,1,1,111,Lost
15535,6,1044.3700000000001,172,3,4,3,343,Loyal Customers
15536,1,259.09,408,2,1,1,211,Lost
15537,1,110.92,162,3,1,1,311,At Risk
15538,6,3358.3999999999996,537,1,4,5,145,Champions
15539,1,538.46,6,5,1,2,512,Potential Loyalists
15540,2,460.68,10,5,2,2,522,Potential Loyalists
15541,1,85.13000000000001,113,3,1,1,311,At Risk
15542,3,855.71,511,1,3,3,133,Loyal Customers
15543,2,242.26,287,2,2,1,221,Lost
15544,20,7807.89,8,5,5,5,555,Champions
15545,2,288.96999999999997,53,4,2,2,422,Potential Loyalists
15546,2,1079.1000000000001,606,1,2,3,123,Lost
15547,26,10057.05,6,5,5,5,555,Champions
15548,1,158.09,595,1,1,1,111,Lost
15549,8,2334.16,76,3,4,4,344,Champions
15550,12,2211.05,3,5,5,4,554,Champions
15551,7,1679.81,36,4,4,4,444,Champions
15552,2,252.52,216,2,2,1,221,Lost
15553,1,428.93,59,3,1,2,312,At Risk
15554,1,217.2,277,2,1,1,211,Lost
15555,36,11243.91,11,5,5,5,555,Champions
15556,1,279.77,23,4,1,1,411,Potential Loyalists
15557,1,468.91,28,4,1,2,412,Potential Loyalists
15558,1,202.68,638,1,1,1,111,Lost
15559,1,1109.4,567,1,1,3,113,Lost
15560,2,153.52,397,2,2,1,221,Lost
15561,8,1934.3899999999999,11,5,4,4,544,Champions
15562,3,671.4300000000001,351,2,3,3,233,Loyal Customers
15563,7,2859.46,21,4,4,4,444,Champions
15564,2,70.74000000000001,462,1,2,1,121,Lost
15565,2,173.16,49,4,2,1,421,Potential Loyalists
15566,2,227.87,392,2,2,1,221,Lost
15567,1,186.01,18,5,1,1,511,Potential Loyalists
15568,3,758.29,2,5,3,3,533,Loyal Customers
15569,10,3583.45,103,3,5,5,355,Champions
15570,25,8736.49,6,5,5,5,555,Champions
15571,14,3892.35,11,5,5,5,555,Champions
15572,10,3965.2,4,5,5,5,555,Champions
15573,5,1188.42,31,4,4,3,443,Loyal Customers
15574,6,1101.44,177,3,4,3,343,Loyal Customers
15575,1,30.1,619,1,1,1,111,Lost
15576,1,921.37,37,4,1,3,413,Potential Loyalists
15577,5,396.03000000000003,150,3,4,2,342,At Risk
15578,1,127.1,161,3,1,1,311,At Risk
15579,5,1250.63,68,3,4,4,344,Champions
15580,8,1375.39,376,2,4,4,244,Champions
15581,38,7480.4,120,3,5,5,355,Champions
15582,3,682.9100000000001,24,4,3,3,433,Loyal Customers
15583,1,95.96,375,2,1,1,211,Lost
15584,6,1268.2,23,4,4,4,444,Champions
15585,1,455.3,176,3,1,2,312,At Risk
15586,3,1139.1,592,1,3,3,133,Loyal Customers
15587,7,1522.0800000000002,49,4,4,4,444,Champions
15588,1,579.6,677,1,1,2,112,Lost
15589,3,478.53000000000003,255,2,3,2,232,Lost
15590,5,1496.6,381,2,4,4,244,Champions
15591,3,217.9,582,1,3,1,131,Lost
15592,1,388.58,46,4,1,2,412,Potential Loyalists
15593,1,199.8,70,3,1,1,311,At Risk
15594,5,1771.78,15,5,4,4,544,Champions
15595,1,357.6,487,1,1,2,112,Lost
15596,9,2727.72,100,3,5,4,354,Champions
15597,2,563.37,34,4,2,2,422,Potential Loyalists
15598,2,548.02,52,4,2,2,422,Potential Loyalists
15599,3,1250.06,26,4,3,4,434,Loyal Customers
15600,4,1199.31,427,1,3,3,133,Loyal Customers
15601,30,14191.74,10,5,5,5,555,Champions
15602,16,3137.96,7,5,5,5,555,Champions
15603,2,88.48,78,3,2,1,321,At Risk
15604,1,216.39,51,4,1,1,411,Potential Loyalists
15605,9,1741.95,35,4,5,4,454,Champions
15606,17,5230.99,60,3,5,5,355,Champions
15607,9,1708.97,336,2,5,4,254,Champions
15608,5,1785.98,27,4,4,4,444,Champions
15609,1,298.48,183,3,1,2,312,At Risk
15610,1,112.46000000000001,51,4,1,1,411,Potential Loyalists
15611,26,2997.28,9,5,5,5,555,Champions
15612,2,195.15,35,4,2,1,421,Potential Loyalists
15613,1,433.71999999999997,609,1,1,2,112,Lost
15614,4,3147.36,437,1,3,5,135,Loyal Customers
15615,47,21373.97,9,5,5,5,555,Champions
15616,1,317.11,437,1,1,2,112,Lost
15617,3,828.5500000000001,395,2,3,3,233,Loyal Customers
15618,4,776.851,32,4,3,3,433,Loyal Customers
15619,1,336.40000000000003,10,5,1,2,512,Potential Loyalists
15620,4,1942.36,56,4,3,4,434,Loyal Customers
15621,4,1293.03,3,5,3,4,534,Loyal Customers
15622,17,7852.61,42,4,5,5,455,Champions
15623,8,2437.05,140,3,4,4,344,Champions
15624,4,588.13,116,3,3,2,332,At Risk
15625,9,3236.4,103,3,5,5,355,Champions
15626,3,1067.52,74,3,3,3,333,Loyal Customers
15627,2,566.9,456,1,2,2,122,Lost
15628,17,5333.08,4,5,5,5,555,Champions
15629,4,2240.9,449,1,3,4,134,Loyal Customers
15630,3,1481.4,44,4,3,4,434,Loyal Customers
15631,1,596.67,641,1,1,2,112,Lost
15632,8,3285.31,15,5,4,5,545,Champions
15633,13,4335.96,508,1,5,5,155,Champions
15634,2,554.65,16,5,2,2,522,Potential Loyalists
15635,1,100.35,395,2,1,1,211,Lost
15636,4,1444.58,89,3,3,4,334,Loyal Customers
15637,5,797.59,52,4,4,3,443,Loyal Customers
15638,6,2265.2,378,2,4,4,244,Champions
15639,3,1065.08,133,3,3,3,333,Loyal Customers
15640,29,23494.31,3,5,5,5,555,Champions
15641,12,5345.55,104,3,5,5,355,Champions
15642,1,105.78000000000002,729,1,1,1,111,Lost
15643,3,664.0,191,2,3,3,233,Loyal Customers
15644,4,803.54,165,3,3,3,333,Loyal Customers
15645,3,1055.17,18,5,3,3,533,Loyal Customers
15646,5,784.8100000000001,157,3,4,3,343,Loyal Customers
15647,1,169.0,414,1,1,1,111,Lost
15648,2,639.5,203,2,2,3,223,Lost
15649,4,1660.35,335,2,3,4,234,Loyal Customers
15650,2,553.88,521,1,2,2,122,Lost
15651,5,1259.06,36,4,4,4,444,Champions
15652,5,1405.94,90,3,4,4,344,Champions
15653,2,877.4399999999999,92,3,2,3,323,At Risk
15654,2,922.53,8,5,2,3,523,Potential Loyalists
15655,1,560.67,242,2,1,2,212,Lost
15656,4,748.5,44,4,3,3,433,Loyal Customers
15657,1,30.0,22,4,1,1,411,Potential Loyalists
15658,8,2117.27,189,2,4,4,244,Champions
15659,3,532.49,43,4,3,2,432,Potential Loyalists
15660,15,2603.69,24,4,5,4,454,Champions
15661,8,1215.95,316,2,4,3,243,Loyal Customers
15662,2,283.73,660,1,2,1,121,Lost
15663,1,138.14,105,3,1,1,311,At Risk
15664,4,1254.03,50,4,3,4,434,Loyal Customers
15665,5,3987.07,167,3,4,5,345,Champions
15666,2,632.9399999999999,471,1,2,3,123,Lost
15667,1,301.32,39,4,1,2,412,Potential Loyalists
15668,1,76.32000000000001,217,2,1,1,211,Lost
15669,4,684.34,39,4,3,3,433,Loyal Customers
15670,2,325.2,296,2,2,2,222,Lost
15671,7,2657.13,18,5,4,4,544,Champions
15672,1,45.300000000000004,724,1,1,1,111,Lost
15673,9,6204.32,87,3,5,5,355,Champions
15674,13,6948.2300000000005,72,3,5,5,355,Champions
15675,4,542.04,80,3,3,2,332,At Risk
15676,3,3435.76,18,5,3,5,535,Loyal Customers
15677,3,1305.63,48,4,3,4,434,Loyal Customers
15678,3,1825.94,52,4,3,4,434,Loyal Customers
15679,4,781.28,23,4,3,3,433,Loyal Customers
15680,10,4028.69,8,5,5,5,555,Champions
15681,14,2989.7,24,4,5,5,455,Champions
15682,2,318.24,598,1,2,2,122,Lost
15683,2,524.54,116,3,2,2,322,At Risk
15684,3,173.95,546,1,3,1,131,Lost
15685,1,55.980000000000004,449,1,1,1,111,Lost
15686,1,90.0,419,1,1,1,111,Lost
15687,9,2993.1,8,5,5,5,555,Champions
15688,1,190.57,418,1,1,1,111,Lost
15689,3,521.03,119,3,3,2,332,At Risk
15690,2,239.76,3,5,2,1,521,Potential Loyalists
15691,4,571.3,251,2,3,2,232,Lost
15692,1,191.04,27,4,1,1,411,Potential Loyalists
15693,1,37.5,658,1,1,1,111,Lost
15694,24,9978.48,0,5,5,5,555,Champions
15695,4,1131.04,266,2,3,3,233,Loyal Customers
15696,13,3881.2200000000003,32,4,5,5,455,Champions
15697,1,246.75,689,1,1,1,111,Lost
15698,1,46.2,623,1,1,1,111,Lost
15699,1,309.65,17,5,1,2,512,Potential Loyalists
15700,2,696.68,171,3,2,3,323,At Risk
15701,4,1529.0,1,5,3,4,534,Loyal Customers
15702,2,140.39000000000001,475,1,2,1,121,Lost
15703,1,211.5,264,2,1,1,211,Lost
15704,6,3734.6600000000003,139,3,4,5,345,Champions
15705,1,143.1,200,2,1,1,211,Lost
15706,4,1060.56,63,3,3,3,333,Loyal Customers
15707,4,916.98,34,4,3,3,433,Loyal Customers
15708,9,3887.15,40,4,5,5,455,Champions
15709,2,327.85,283,2,2,2,222,Lost
15710,1,898.87,416,1,1,3,113,Lost
15711,2,420.25,556,1,2,2,122,Lost
15712,12,3472.4100000000003,8,5,5,5,555,Champions
15713,4,839.64,142,3,3,3,333,Loyal Customers
15714,5,783.96,11,5,4,3,543,Loyal Customers
15715,5,658.02,555,1,4,3,143,Loyal Customers
15716,11,2485.26,145,3,5,4,354,Champions
15717,5,607.0,233,2,4,2,242,Lost
15718,1,293.79,539,1,1,2,112,Lost
15719,31,10195.97,32,4,5,5,455,Champions
15720,2,739.22,23,4,2,3,423,Potential Loyalists
15721,1,471.40000000000003,11,5,1,2,512,Potential Loyalists
15722,11,5234.0,35,4,5,5,455,Champions
15723,4,930.7,364,2,3,3,233,Loyal Customers
15724,3,310.85,200,2,3,2,232,Lost
15725,1,415.25,14,5,1,2,512,Potential Loyalists
15726,1,321.91,389,2,1,2,212,Lost
15727,15,9371.71,16,5,5,5,555,Champions
15728,2,544.6,379,2,2,2,222,Lost
15729,3,192.55,212,2,3,1,231,Lost
15730,5,1726.58,65,3,4,4,344,Champions
15731,1,125.3,553,1,1,1,111,Lost
15732,10,1543.97,211,2,5,4,254,Champions
15733,1,162.3,282,2,1,1,211,Lost
15734,4,2263.3,114,3,3,4,334,Loyal Customers
15735,1,327.68,420,1,1,2,112,Lost
15736,2,1767.12,434,1,2,4,124,Lost
15737,8,1188.1200000000001,14,5,4,3,543,Loyal Customers
15738,41,13043.32,18,5,5,5,555,Champions
15739,1,449.12,65,3,1,2,312,At Risk
15740,1,154.88,48,4,1,1,411,Potential Loyalists
15741,2,208.62,457,1,2,1,121,Lost
15742,1,156.87,618,1,1,1,111,Lost
15743,4,775.96,15,5,3,3,533,Loyal Customers
15744,1,34.8,77,3,1,1,311,At Risk
15745,4,1094.59,18,5,3,3,533,Loyal Customers
15746,1,196.88,133,3,1,1,311,At Risk
15747,9,2499.81,12,5,5,4,554,Champions
15748,3,609.8100000000001,39,4,3,3,433,Loyal Customers
15749,3,44534.3,234,2,3,5,235,Loyal Customers
15750,18,6452.991,2,5,5,5,555,Champions
15751,11,1380.44,460,1,5,4,154,Champions
15752,9,3924.91,39,4,5,5,455,Champions
15753,1,79.2,304,2,1,1,211,Lost
15754,9,3037.61,50,4,5,5,455,Champions
15755,17,5993.12,9,5,5,5,555,Champions
15756,4,528.01,60,3,3,2,332,At Risk
15757,6,2940.36,65,3,4,5,345,Champions
15758,1,205.25,24,4,1,1,411,Potential Loyalists
15759,7,830.9300000000001,217,2,4,3,243,Loyal Customers
15760,2,13916.34,630,1,2,5,125,Lost
15761,1,143.05,442,1,1,1,111,Lost
15762,2,583.75,64,3,2,2,322,At Risk
15763,2,1086.92,31,4,2,3,423,Potential Loyalists
15764,8,4503.08,87,3,4,5,345,Champions
15765,1,370.63,666,1,1,2,112,Lost
15766,3,831.06,63,3,3,3,333,Loyal Customers
15768,34,15308.89,115,3,5,5,355,Champions
15769,46,88612.52,6,5,5,5,555,Champions
15770,1,321.45,612,1,1,2,112,Lost
15771,3,1006.54,603,1,3,3,133,Loyal Customers
15772,1,280.88,417,1,1,1,111,Lost
15773,2,774.52,5,5,2,3,523,Potential Loyalists
15774,6,1288.34,68,3,4,4,344,Champions
15775,2,150.5,244,2,2,1,221,Lost
15776,1,241.62,132,3,1,1,311,At Risk
15777,7,1762.61,240,2,4,4,244,Champions
15778,1,307.95,430,1,1,2,112,Lost
15779,2,124.08000000000001,462,1,2,1,121,Lost
15780,3,475.28000000000003,183,3,3,2,332,At Risk
15781,3,345.46,24,4,3,2,432,Potential Loyalists
15782,4,4014.1,9,5,3,5,535,Loyal Customers
15783,1,246.3,10,5,1,1,511,Potential Loyalists
15784,2,848.3299999999999,467,1,2,3,123,Lost
15785,16,5969.93,32,4,5,5,455,Champions
15786,5,8501.62,45,4,4,5,445,Champions
15787,3,933.26,25,4,3,3,433,Loyal Customers
15788,1,221.82999999999998,508,1,1,1,111,Lost
15789,6,1962.01,357,2,4,4,244,Champions
15790,1,218.75,9,5,1,1,511,Potential Loyalists
15791,5,3608.34,43,4,4,5,445,Champions
15792,2,933.84,399,2,2,3,223,Lost
15793,8,2399.57,14,5,4,4,544,Champions
15794,2,777.0,735,1,2,3,123,Lost
15795,8,1979.8700000000001,149,3,4,4,344,Champions
15796,17,5171.63,0,5,5,5,555,Champions
15797,6,2821.08,112,3,4,4,344,Champions
15798,3,1535.37,492,1,3,4,134,Loyal Customers
15799,4,1421.34,75,3,3,4,334,Loyal Customers
15800,7,1227.07,106,3,4,4,344,Champions
15801,3,1063.95,45,4,3,3,433,Loyal Customers
15802,1,451.42,142,3,1,2,312,At Risk
15803,4,1929.66,50,4,3,4,434,Loyal Customers
15804,13,4206.39,0,5,5,5,555,Champions
15805,30,10148.93,22,4,5,5,455,Champions
15806,3,784.58,45,4,3,3,433,Loyal Customers
15807,5,1817.52,49,4,4,4,444,Champions
15808,21,17180.25,305,2,5,5,255,Champions
15809,7,1274.44,35,4,4,4,444,Champions
15810,8,2999.04,78,3,4,5,345,Champions
15811,7,3486.15,21,4,4,5,445,Champions
15812,12,5201.47,106,3,5,5,355,Champions
15813,2,1303.9099999999999,207,2,2,4,224,Lost
15814,6,2634.44,16,5,4,4,544,Champions
15815,5,2100.6,63,3,4,4,344,Champions
15816,2,144.14999999999998,541,1,2,1,121,Lost
15817,3,2766.4,420,1,3,4,134,Loyal Customers
15818,1,340.5,587,1,1,2,112,Lost
15819,10,3934.79,48,4,5,5,455,Champions
15820,1,206.98,319,2,1,1,211,Lost
15821,2,570.96,43,4,2,2,422,Potential Loyalists
15822,6,1840.06,2,5,4,4,544,Champions
15823,3,3882.17,371,2,3,5,235,Loyal Customers
15824,2,890.94,452,1,2,3,123,Lost
15825,1,532.94,171,3,1,2,312,At Risk
15826,4,2598.28,55,4,3,4,434,Loyal Customers
15827,28,3603.14,72,3,5,5,355,Champions
15828,1,1108.82,374,2,1,3,213,Lost
15829,2,636.14,98,3,2,3,323,At Risk
15830,1,576.0,37,4,1,2,412,Potential Loyalists
15831,3,794.64,57,4,3,3,433,Loyal Customers
15832,1,836.79,253,2,1,3,213,Lost
15833,1,80.4,737,1,1,1,111,Lost
15834,7,3764.39,69,3,4,5,345,Champions
15835,4,954.09,43,4,3,3,433,Loyal Customers
15836,1,137.37,49,4,1,1,411,Potential Loyalists
15837,2,777.01,64,3,2,3,323,At Risk
15838,34,73205.5,10,5,5,5,555,Champions
15839,3,1048.49,32,4,3,3,433,Loyal Customers
15840,2,355.56,58,3,2,2,322,At Risk
15841,9,2742.41,72,3,5,4,354,Champions
15842,2,548.8,392,2,2,2,222,Lost
15843,1,118.95000000000002,303,2,1,1,211,Lost
15844,1,130.73999999999998,45,4,1,1,411,Potential Loyalists
15845,11,4426.28,17,5,5,5,555,Champions
15846,1,107.01,384,2,1,1,211,Lost
15847,5,822.57,37,4,4,3,443,Loyal Customers
15848,1,137.99,621,1,1,1,111,Lost
15850,6,1006.75,18,5,4,3,543,Loyal Customers
15851,1,109.73,526,1,1,1,111,Lost
15852,3,257.26,186,3,3,1,331,At Risk
15853,1,110.8,51,4,1,1,411,Potential Loyalists
15854,21,5578.28,3,5,5,5,555,Champions
15855,6,1052.72,136,3,4,3,343,Loyal Customers
15856,52,32275.95,3,5,5,5,555,Champions
15857,2,570.48,18,5,2,2,522,Potential Loyalists
15858,13,3552.41,15,5,5,5,555,Champions
15859,1,438.46,431,1,1,2,112,Lost
15860,17,2361.3,40,4,5,4,454,Champions
15861,12,4369.2,11,5,5,5,555,Champions
15862,13,2512.29,7,5,5,4,554,Champions
15863,5,355.1,25,4,4,2,442,Potential Loyalists
15864,7,2180.76,21,4,4,4,444,Champions
15865,5,2241.42,40,4,4,4,444,Champions
15866,1,211.89,100,3,1,1,311,At Risk
15867,31,8923.3,4,5,5,5,555,Champions
15868,1,94.53,582,1,1,1,111,Lost
15869,3,321.11,276,2,3,2,232,Lost
15870,4,857.46,32,4,3,3,433,Loyal Customers
15871,1,33.099999999999994,436,1,1,1,111,Lost
15872,4,729.25,14,5,3,3,533,Loyal Customers
15873,4,313.91999999999996,499,1,3,2,132,Lost
15874,21,11284.76,63,3,5,5,355,Champions
15875,1,108.52,645,1,1,1,111,Lost
15876,2,1449.1399999999999,408,2,2,4,224,Lost
15877,2,490.33,1,5,2,2,522,Potential Loyalists
