Customer_ID,OrderCount,FirstPurchase,LastPurchase,TotalRevenue,AvgTransactionValue,TotalTransactions,CustomerSegment,CustomerType,CustomerLifetime_Days,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
15269,3,2010-11-14,2011-11-16,1225.3600000000001,35.010285714285715,35,Occasional Buyer (3-5 orders),Repeat Buyer,366,23,4,3,4,434,Loyal Customers
15270,21,2009-12-17,2011-11-24,8524.86,50.74321428571429,168,Loyal Customer (10+ orders),Repeat Buyer,706,15,5,5,5,555,Champions
15271,24,2010-08-05,2011-12-02,4528.54,7.94480701754386,570,Loyal Customer (10+ orders),Repeat Buyer,483,6,5,5,5,555,Champions
15272,6,2010-02-14,2011-10-13,2030.95,7.101223776223776,286,Regular Buyer (6-10 orders),Repeat Buyer,605,56,4,4,4,444,Champions
15273,1,2010-04-19,2010-04-19,228.96,228.96,1,One-Time Buyer,One-Time Buyer,0,599,1,1,1,111,Lost
15274,2,2011-11-21,2011-12-05,716.57,15.246170212765959,47,Two-Time Buyer,Repeat Buyer,14,3,5,2,3,523,Potential Loyalists
15275,1,2011-11-02,2011-11-02,615.14,15.003414634146342,41,One-Time Buyer,One-Time Buyer,0,37,4,1,3,413,Potential Loyalists
15276,4,2010-10-01,2011-10-04,619.8,3.482022471910112,178,Occasional Buyer (3-5 orders),Repeat Buyer,368,65,3,3,3,333,Loyal Customers
15277,2,2010-10-10,2011-10-24,476.34,18.32076923076923,26,Two-Time Buyer,Repeat Buyer,378,46,4,2,2,422,Potential Loyalists
15278,4,2010-02-12,2010-05-27,496.15999999999997,17.10896551724138,29,Occasional Buyer (3-5 orders),Repeat Buyer,103,561,1,3,2,132,Lost
15279,5,2010-02-02,2010-12-20,1580.54,16.814255319148934,94,Occasional Buyer (3-5 orders),Repeat Buyer,321,354,2,4,4,244,Champions
15280,3,2010-05-17,2011-06-20,397.52,6.625333333333333,60,Occasional Buyer (3-5 orders),Repeat Buyer,399,171,3,3,2,332,At Risk
15281,16,2010-10-08,2011-10-12,8543.57,16.36699233716475,522,Loyal Customer (10+ orders),Repeat Buyer,368,58,4,5,5,455,Champions
15282,1,2010-05-18,2010-05-18,348.59,12.91074074074074,27,One-Time Buyer,One-Time Buyer,0,569,1,1,2,112,Lost
15283,3,2010-07-09,2010-11-14,148.33,16.48111111111111,9,Occasional Buyer (3-5 orders),Repeat Buyer,127,389,2,3,1,231,Lost
15284,1,2010-07-27,2010-07-27,24.75,24.75,1,One-Time Buyer,One-Time Buyer,0,499,1,1,1,111,Lost
15285,1,2010-10-28,2010-10-28,94.92,15.82,6,One-Time Buyer,One-Time Buyer,0,407,2,1,1,211,Lost
15286,1,2011-10-21,2011-10-21,240.55,80.18333333333334,3,One-Time Buyer,One-Time Buyer,0,49,4,1,1,411,Potential Loyalists
15287,5,2009-12-02,2011-11-17,856.03,23.77861111111111,36,Occasional Buyer (3-5 orders),Repeat Buyer,715,21,4,4,3,443,Loyal Customers
15288,10,2010-02-12,2011-10-27,3715.38,24.283529411764707,153,Regular Buyer (6-10 orders),Repeat Buyer,622,42,4,5,5,455,Champions
15289,5,2010-03-28,2011-11-10,1593.09,16.42360824742268,97,Occasional Buyer (3-5 orders),Repeat Buyer,592,28,4,4,4,444,Champions
15290,26,2010-02-24,2011-12-05,10496.28,35.946164383561644,292,Loyal Customer (10+ orders),Repeat Buyer,649,4,5,5,5,555,Champions
15291,40,2009-12-03,2011-11-14,13517.76,55.400655737704916,244,Loyal Customer (10+ orders),Repeat Buyer,710,25,4,5,5,455,Champions
15292,1,2011-05-22,2011-05-22,178.39,7.432916666666666,24,One-Time Buyer,One-Time Buyer,0,200,2,1,1,211,Lost
15293,1,2010-02-12,2010-02-12,247.5,13.026315789473685,19,One-Time Buyer,One-Time Buyer,0,665,1,1,1,111,Lost
15294,1,2010-10-25,2010-10-25,233.35,15.556666666666667,15,One-Time Buyer,One-Time Buyer,0,410,1,1,1,111,Lost
15295,1,2010-02-23,2010-02-23,207.04,3.9815384615384612,52,One-Time Buyer,One-Time Buyer,0,653,1,1,1,111,Lost
15296,12,2010-01-21,2011-10-20,10323.03,19.331516853932584,534,Loyal Customer (10+ orders),Repeat Buyer,636,50,4,5,5,455,Champions
15297,3,2011-10-07,2011-11-29,641.94,16.46,39,Occasional Buyer (3-5 orders),Repeat Buyer,53,9,5,3,3,533,Loyal Customers
15298,23,2009-12-08,2011-12-07,9061.77,21.321811764705885,425,Loyal Customer (10+ orders),Repeat Buyer,729,1,5,5,5,555,Champions
15299,10,2010-01-12,2011-10-03,6156.53,615.653,10,Regular Buyer (6-10 orders),Repeat Buyer,629,66,3,5,5,355,Champions
15300,1,2011-10-06,2011-10-06,496.44,17.73,28,One-Time Buyer,One-Time Buyer,0,63,3,1,2,312,At Risk
15301,17,2010-09-15,2011-10-20,6909.67,20.028028985507248,345,Loyal Customer (10+ orders),Repeat Buyer,399,50,4,5,5,455,Champions
15302,1,2009-12-09,2009-12-09,308.0,20.533333333333335,15,One-Time Buyer,One-Time Buyer,0,729,1,1,2,112,Lost
15303,3,2010-01-25,2011-02-22,1224.18,17.741739130434784,69,Occasional Buyer (3-5 orders),Repeat Buyer,393,289,2,3,4,234,Loyal Customers
15304,9,2010-10-14,2011-10-10,796.4000000000001,33.18333333333334,24,Regular Buyer (6-10 orders),Repeat Buyer,360,60,3,5,3,353,Loyal Customers
15305,1,2010-06-02,2010-06-02,93.6,18.72,5,One-Time Buyer,One-Time Buyer,0,554,1,1,1,111,Lost
15306,9,2010-02-18,2011-10-06,3484.73,21.51067901234568,162,Regular Buyer (6-10 orders),Repeat Buyer,594,63,3,5,5,355,Champions
15307,1,2011-09-05,2011-09-05,205.3,17.108333333333334,12,One-Time Buyer,One-Time Buyer,0,95,3,1,1,311,At Risk
15308,1,2011-03-10,2011-03-10,310.47,16.340526315789475,19,One-Time Buyer,One-Time Buyer,0,273,2,1,2,212,Lost
15309,4,2009-12-04,2010-04-08,797.96,14.777037037037038,54,Occasional Buyer (3-5 orders),Repeat Buyer,124,610,1,3,3,133,Loyal Customers
15310,1,2010-08-18,2010-08-18,1634.64,36.32533333333333,45,One-Time Buyer,One-Time Buyer,0,478,1,1,4,114,Lost
15311,208,2009-12-01,2011-12-09,114966.42,26.699122155132372,4306,Loyal Customer (10+ orders),Repeat Buyer,738,0,5,5,5,555,Champions
15312,12,2009-12-16,2011-09-25,2930.19,17.976625766871166,163,Loyal Customer (10+ orders),Repeat Buyer,648,74,3,5,5,355,Champions
15313,1,2011-08-21,2011-08-21,52.0,52.0,1,One-Time Buyer,One-Time Buyer,0,109,3,1,1,311,At Risk
15314,3,2010-10-07,2011-05-24,820.4499999999999,16.409,50,Occasional Buyer (3-5 orders),Repeat Buyer,228,198,2,3,3,233,Loyal Customers
15315,2,2011-08-15,2011-10-06,570.5,15.41891891891892,37,Two-Time Buyer,Repeat Buyer,51,63,3,2,2,322,At Risk
15316,1,2011-01-17,2011-01-17,165.0,165.0,1,One-Time Buyer,One-Time Buyer,0,326,2,1,1,211,Lost
15317,1,2010-01-31,2010-01-31,129.75,25.95,5,One-Time Buyer,One-Time Buyer,0,676,1,1,1,111,Lost
15318,1,2011-12-06,2011-12-06,312.62,9.473333333333333,33,One-Time Buyer,One-Time Buyer,0,3,5,1,2,512,Potential Loyalists
15319,1,2011-03-01,2011-03-01,204.5,12.78125,16,One-Time Buyer,One-Time Buyer,0,283,2,1,1,211,Lost
15320,1,2011-10-26,2011-10-26,267.13,7.420277777777778,36,One-Time Buyer,One-Time Buyer,0,43,4,1,1,411,Potential Loyalists
15321,12,2010-02-03,2011-09-30,6709.7300000000005,21.714336569579288,309,Loyal Customer (10+ orders),Repeat Buyer,603,70,3,5,5,355,Champions
15322,2,2010-08-20,2011-09-15,1390.86,16.75734939759036,83,Two-Time Buyer,Repeat Buyer,390,85,3,2,4,324,At Risk
15323,3,2010-02-16,2010-05-26,434.6,14.986206896551725,29,Occasional Buyer (3-5 orders),Repeat Buyer,99,562,1,3,2,132,Lost
15324,1,2010-01-07,2010-01-07,140.22000000000003,17.527500000000003,8,One-Time Buyer,One-Time Buyer,0,700,1,1,1,111,Lost
15325,8,2010-02-16,2011-08-28,1601.46,7.149375,224,Regular Buyer (6-10 orders),Repeat Buyer,557,103,3,4,4,344,Champions
15326,5,2009-12-01,2011-01-10,1700.52,13.182325581395348,129,Occasional Buyer (3-5 orders),Repeat Buyer,404,333,2,4,4,244,Champions
15327,1,2011-10-18,2011-10-18,208.75,20.875,10,One-Time Buyer,One-Time Buyer,0,52,4,1,1,411,Potential Loyalists
15328,1,2010-10-28,2010-10-28,107.24,13.405,8,One-Time Buyer,One-Time Buyer,0,407,2,1,1,211,Lost
15329,11,2009-12-14,2011-10-31,2958.83,19.213181818181816,154,Loyal Customer (10+ orders),Repeat Buyer,686,38,4,5,5,455,Champions
15330,2,2011-10-10,2011-11-07,714.96,54.99692307692308,13,Two-Time Buyer,Repeat Buyer,28,31,4,2,3,423,Potential Loyalists
15331,3,2010-04-09,2010-07-28,767.91,17.4525,44,Occasional Buyer (3-5 orders),Repeat Buyer,109,499,1,3,3,133,Loyal Customers
15332,6,2010-07-14,2010-12-08,4892.68,31.770649350649354,154,Regular Buyer (6-10 orders),Repeat Buyer,147,365,2,4,5,245,Champions
15333,1,2011-05-15,2011-05-15,1028.56,64.285,16,One-Time Buyer,One-Time Buyer,0,207,2,1,3,213,Lost
15334,3,2011-06-19,2011-07-06,350.82,3.579795918367347,98,Occasional Buyer (3-5 orders),Repeat Buyer,16,156,3,3,2,332,At Risk
15335,1,2011-10-17,2011-10-17,170.22,4.863428571428571,35,One-Time Buyer,One-Time Buyer,0,53,4,1,1,411,Potential Loyalists
15336,1,2010-11-03,2010-11-03,240.5,16.033333333333335,15,One-Time Buyer,One-Time Buyer,0,401,2,1,1,211,Lost
15337,1,2010-10-24,2010-10-24,373.02,17.762857142857143,21,One-Time Buyer,One-Time Buyer,0,410,1,1,2,112,Lost
15338,1,2010-01-31,2010-01-31,277.93,4.791896551724138,58,One-Time Buyer,One-Time Buyer,0,676,1,1,1,111,Lost
15339,7,2010-02-08,2011-10-04,1821.02,8.277363636363637,220,Regular Buyer (6-10 orders),Repeat Buyer,602,65,3,4,4,344,Champions
15340,1,2010-05-27,2010-05-27,105.5,15.071428571428571,7,One-Time Buyer,One-Time Buyer,0,561,1,1,1,111,Lost
15341,2,2010-09-16,2011-09-20,2402.7200000000003,100.11333333333334,24,Two-Time Buyer,Repeat Buyer,368,80,3,2,4,324,At Risk
15342,1,2011-08-02,2011-08-02,406.09,16.920416666666664,24,One-Time Buyer,One-Time Buyer,0,129,3,1,2,312,At Risk
15343,1,2011-09-13,2011-09-13,364.5,17.357142857142858,21,One-Time Buyer,One-Time Buyer,0,86,3,1,2,312,At Risk
15344,3,2011-09-26,2011-12-09,563.94,21.69,26,Occasional Buyer (3-5 orders),Repeat Buyer,73,0,5,3,2,532,Potential Loyalists
15345,1,2011-10-25,2011-10-25,393.54,19.677,20,One-Time Buyer,One-Time Buyer,0,45,4,1,2,412,Potential Loyalists
15346,3,2010-10-04,2011-01-11,596.12,16.111351351351352,37,Occasional Buyer (3-5 orders),Repeat Buyer,98,332,2,3,2,232,Lost
15347,4,2010-09-28,2010-12-08,1162.0,32.27777777777778,36,Occasional Buyer (3-5 orders),Repeat Buyer,71,365,2,3,3,233,Loyal Customers
15348,1,2011-09-28,2011-09-28,158.04,17.56,9,One-Time Buyer,One-Time Buyer,0,71,3,1,1,311,At Risk
15349,2,2011-06-05,2011-07-04,463.90999999999997,6.533943661971831,71,Two-Time Buyer,Repeat Buyer,29,157,3,2,2,322,At Risk
15350,2,2010-11-21,2010-12-01,547.6,18.253333333333334,30,Two-Time Buyer,Repeat Buyer,9,372,2,2,2,222,Lost
15351,10,2010-10-03,2011-11-27,3430.22,10.924267515923566,314,Regular Buyer (6-10 orders),Repeat Buyer,420,11,5,5,5,555,Champions
15352,1,2010-06-09,2010-06-09,111.15,3.269117647058824,34,One-Time Buyer,One-Time Buyer,0,548,1,1,1,111,Lost
15353,7,2009-12-02,2011-03-30,2794.4700000000003,7.762416666666668,360,Regular Buyer (6-10 orders),Repeat Buyer,483,254,2,4,4,244,Champions
15354,3,2010-04-15,2010-04-15,284.4,94.8,3,Occasional Buyer (3-5 orders),Repeat Buyer,0,602,1,3,1,131,Lost
15355,2,2011-10-17,2011-11-10,277.05,19.789285714285715,14,Two-Time Buyer,Repeat Buyer,23,28,4,2,1,421,Potential Loyalists
15356,13,2010-10-13,2011-11-08,3239.57,4.842406576980569,669,Loyal Customer (10+ orders),Repeat Buyer,390,30,4,5,5,455,Champions
15358,42,2009-12-07,2011-12-05,16425.86,15.083434343434345,1089,Loyal Customer (10+ orders),Repeat Buyer,727,4,5,5,5,555,Champions
15359,8,2010-01-15,2010-02-15,181.35,11.334375,16,Regular Buyer (6-10 orders),Repeat Buyer,30,662,1,4,1,141,Lost
15360,1,2011-10-31,2011-10-31,427.93,32.917692307692306,13,One-Time Buyer,One-Time Buyer,0,39,4,1,2,412,Potential Loyalists
15361,4,2010-06-14,2010-12-13,689.07,68.90700000000001,10,Occasional Buyer (3-5 orders),Repeat Buyer,181,361,2,3,3,233,Loyal Customers
15362,2,2009-12-01,2010-09-17,613.08,15.327000000000002,40,Two-Time Buyer,Repeat Buyer,290,448,1,2,3,123,Lost
15363,2,2010-08-04,2010-12-02,678.11,19.37457142857143,35,Two-Time Buyer,Repeat Buyer,120,372,2,2,3,223,Lost
15364,2,2011-03-30,2011-09-05,913.19,31.489310344827587,29,Two-Time Buyer,Repeat Buyer,158,95,3,2,3,323,At Risk
15365,13,2010-02-04,2011-11-14,4557.13,20.904266055045873,218,Loyal Customer (10+ orders),Repeat Buyer,647,25,4,5,5,455,Champions
15366,7,2010-02-26,2011-09-25,2389.08,17.312173913043477,138,Regular Buyer (6-10 orders),Repeat Buyer,576,74,3,4,4,344,Champions
15367,11,2009-12-10,2011-10-13,5081.33,18.212652329749105,279,Loyal Customer (10+ orders),Repeat Buyer,671,56,4,5,5,455,Champions
15368,2,2010-11-10,2011-11-18,722.74,90.3425,8,Two-Time Buyer,Repeat Buyer,372,20,4,2,3,423,Potential Loyalists
15369,11,2009-12-08,2010-08-04,6251.26,105.9535593220339,59,Loyal Customer (10+ orders),Repeat Buyer,239,491,1,5,5,155,Champions
15370,8,2010-10-25,2011-10-30,3739.01,25.965347222222224,144,Regular Buyer (6-10 orders),Repeat Buyer,369,40,4,4,5,445,Champions
15371,1,2010-02-15,2010-02-15,59.400000000000006,59.400000000000006,1,One-Time Buyer,One-Time Buyer,0,661,1,1,1,111,Lost
15372,8,2010-02-14,2011-07-25,6017.06,105.56245614035089,57,Regular Buyer (6-10 orders),Repeat Buyer,526,136,3,4,5,345,Champions
15373,17,2010-05-02,2011-12-01,3084.54,16.32031746031746,189,Loyal Customer (10+ orders),Repeat Buyer,578,7,5,5,5,555,Champions
15374,2,2010-03-25,2011-08-03,307.32,30.732,10,Two-Time Buyer,Repeat Buyer,495,128,3,2,2,322,At Risk
15375,1,2010-01-18,2010-01-18,60.959999999999994,10.159999999999998,6,One-Time Buyer,One-Time Buyer,0,689,1,1,1,111,Lost
15376,3,2011-05-01,2011-10-30,1221.56,10.530689655172413,116,Occasional Buyer (3-5 orders),Repeat Buyer,182,39,4,3,4,434,Loyal Customers
15377,4,2010-10-20,2010-11-22,1211.75,57.70238095238095,21,Occasional Buyer (3-5 orders),Repeat Buyer,32,382,2,3,3,233,Loyal Customers
15378,2,2010-07-26,2010-09-03,246.5,20.541666666666668,12,Two-Time Buyer,Repeat Buyer,39,462,1,2,1,121,Lost
15379,8,2010-11-04,2011-06-23,4877.84,18.546920152091257,263,Regular Buyer (6-10 orders),Repeat Buyer,231,168,3,4,5,345,Champions
15380,11,2009-12-01,2011-12-01,3248.96,62.480000000000004,52,Loyal Customer (10+ orders),Repeat Buyer,729,8,5,5,5,555,Champions
15381,5,2010-05-05,2011-05-10,1890.5700000000002,78.77375,24,Occasional Buyer (3-5 orders),Repeat Buyer,369,213,2,4,4,244,Champions
15382,12,2009-12-04,2011-11-25,13733.550000000001,21.730300632911394,632,Loyal Customer (10+ orders),Repeat Buyer,720,14,5,5,5,555,Champions
15384,4,2010-04-26,2011-06-23,2027.79,17.184661016949153,118,Occasional Buyer (3-5 orders),Repeat Buyer,422,169,3,3,4,334,Loyal Customers
15385,3,2010-01-31,2011-10-30,942.08,44.860952380952384,21,Occasional Buyer (3-5 orders),Repeat Buyer,637,39,4,3,3,433,Loyal Customers
15386,1,2011-06-06,2011-06-06,394.14,12.714193548387096,31,One-Time Buyer,One-Time Buyer,0,185,3,1,2,312,At Risk
15387,1,2010-08-04,2010-08-04,468.65,23.432499999999997,20,One-Time Buyer,One-Time Buyer,0,491,1,1,2,112,Lost
15388,1,2011-03-14,2011-03-14,140.54,14.053999999999998,10,One-Time Buyer,One-Time Buyer,0,269,2,1,1,211,Lost
15389,5,2010-01-27,2011-06-20,2733.8,455.6333333333334,6,Occasional Buyer (3-5 orders),Repeat Buyer,509,171,3,4,4,344,Champions
15390,2,2010-10-26,2010-11-08,1216.66,15.800779220779221,77,Two-Time Buyer,Repeat Buyer,12,395,2,2,3,223,Lost
15391,1,2010-05-04,2010-05-04,289.87,24.155833333333334,12,One-Time Buyer,One-Time Buyer,0,583,1,1,2,112,Lost
15392,7,2010-10-04,2011-12-05,2911.62,20.219583333333333,144,Regular Buyer (6-10 orders),Repeat Buyer,426,4,5,4,5,545,Champions
15393,5,2009-12-15,2011-11-23,891.34,20.257727272727273,44,Occasional Buyer (3-5 orders),Repeat Buyer,707,15,5,4,3,543,Loyal Customers
15394,11,2009-12-15,2011-11-30,5286.8,23.28986784140969,227,Loyal Customer (10+ orders),Repeat Buyer,714,9,5,5,5,555,Champions
15395,1,2011-01-18,2011-01-18,107.45,15.35,7,One-Time Buyer,One-Time Buyer,0,325,2,1,1,211,Lost
15396,2,2010-05-05,2011-08-19,796.38,49.77375,16,Two-Time Buyer,Repeat Buyer,471,112,3,2,3,323,At Risk
15397,1,2011-02-23,2011-02-23,94.0,15.666666666666666,6,One-Time Buyer,One-Time Buyer,0,289,2,1,1,211,Lost
15398,2,2011-09-22,2011-11-23,1345.53,18.43191780821918,73,Two-Time Buyer,Repeat Buyer,62,15,5,2,4,524,Potential Loyalists
15399,3,2011-09-21,2011-12-08,815.77,16.3154,50,Occasional Buyer (3-5 orders),Repeat Buyer,77,0,5,3,3,533,Loyal Customers
15400,8,2010-05-28,2011-09-08,1302.3,48.233333333333334,27,Regular Buyer (6-10 orders),Repeat Buyer,468,91,3,4,4,344,Champions
15401,2,2010-05-20,2010-09-13,216.95000000000002,15.496428571428572,14,Two-Time Buyer,Repeat Buyer,116,451,1,2,1,121,Lost
15402,6,2010-04-27,2011-07-14,1830.54,13.973587786259541,131,Regular Buyer (6-10 orders),Repeat Buyer,443,148,3,4,4,344,Champions
15403,2,2009-12-09,2010-08-05,170.88,21.36,8,Two-Time Buyer,Repeat Buyer,238,491,1,2,1,121,Lost
15404,1,2010-11-29,2010-11-29,257.06,16.06625,16,One-Time Buyer,One-Time Buyer,0,375,2,1,1,211,Lost
15405,2,2010-05-12,2011-06-03,659.84,21.994666666666667,30,Two-Time Buyer,Repeat Buyer,386,188,2,2,3,223,Lost
15406,4,2010-09-12,2011-11-08,975.87,7.998934426229508,122,Occasional Buyer (3-5 orders),Repeat Buyer,422,30,4,3,3,433,Loyal Customers
15407,4,2011-02-07,2011-11-06,1046.74,7.072567567567567,148,Occasional Buyer (3-5 orders),Repeat Buyer,271,33,4,3,3,433,Loyal Customers
15408,1,2011-03-20,2011-03-20,267.18,7.858235294117647,34,One-Time Buyer,One-Time Buyer,0,263,2,1,1,211,Lost
15409,1,2009-12-18,2009-12-18,131.25,14.583333333333334,9,One-Time Buyer,One-Time Buyer,0,720,1,1,1,111,Lost
15410,10,2010-04-19,2011-09-16,4685.72,28.9241975308642,162,Regular Buyer (6-10 orders),Repeat Buyer,515,83,3,5,5,355,Champions
15411,4,2011-06-10,2011-11-13,1348.93,13.764591836734695,98,Occasional Buyer (3-5 orders),Repeat Buyer,156,25,4,3,4,434,Loyal Customers
15412,1,2011-06-21,2011-06-21,190.53,19.053,10,One-Time Buyer,One-Time Buyer,0,170,3,1,1,311,At Risk
15413,5,2009-12-01,2010-01-17,6798.72,271.9488,25,Occasional Buyer (3-5 orders),Repeat Buyer,47,691,1,4,5,145,Champions
15414,3,2011-04-11,2011-11-30,774.9000000000001,19.86923076923077,39,Occasional Buyer (3-5 orders),Repeat Buyer,232,9,5,3,3,533,Loyal Customers
15415,1,2011-01-30,2011-01-30,559.61,11.906595744680851,47,One-Time Buyer,One-Time Buyer,0,312,2,1,2,212,Lost
15416,7,2010-02-01,2011-10-06,4572.82,20.056228070175436,228,Regular Buyer (6-10 orders),Repeat Buyer,611,64,3,4,5,345,Champions
15417,1,2011-09-15,2011-09-15,508.8,18.17142857142857,28,One-Time Buyer,One-Time Buyer,0,84,3,1,2,312,At Risk
15418,2,2010-05-02,2010-10-10,449.42,6.609117647058824,68,Two-Time Buyer,Repeat Buyer,161,424,1,2,2,122,Lost
15419,1,2011-11-15,2011-11-15,135.86,16.9825,8,One-Time Buyer,One-Time Buyer,0,24,4,1,1,411,Potential Loyalists
15420,6,2009-12-05,2010-10-01,743.0,13.267857142857142,56,Regular Buyer (6-10 orders),Repeat Buyer,300,433,1,4,3,143,Loyal Customers
15421,10,2009-12-07,2011-10-12,3805.34,12.042215189873419,316,Regular Buyer (6-10 orders),Repeat Buyer,673,58,3,5,5,355,Champions
15422,7,2010-02-07,2011-01-20,1619.97,13.49975,120,Regular Buyer (6-10 orders),Repeat Buyer,347,322,2,4,4,244,Champions
15423,3,2010-03-28,2011-11-01,266.89,19.06357142857143,14,Occasional Buyer (3-5 orders),Repeat Buyer,583,37,4,3,1,431,Potential Loyalists
15424,3,2010-09-02,2011-03-30,597.78,18.114545454545453,33,Occasional Buyer (3-5 orders),Repeat Buyer,208,253,2,3,2,232,Lost
15425,4,2010-02-14,2010-11-04,1941.1200000000001,13.574265734265735,143,Occasional Buyer (3-5 orders),Repeat Buyer,263,399,2,3,4,234,Loyal Customers
15426,9,2010-05-02,2011-11-20,2156.35,5.026456876456876,429,Regular Buyer (6-10 orders),Repeat Buyer,567,18,5,5,4,554,Champions
15427,3,2011-10-23,2011-11-06,1430.54,4.899109589041096,292,Occasional Buyer (3-5 orders),Repeat Buyer,13,32,4,3,4,434,Loyal Customers
15428,4,2009-12-17,2011-11-24,762.75,17.335227272727273,44,Occasional Buyer (3-5 orders),Repeat Buyer,706,14,5,3,3,533,Loyal Customers
15429,2,2011-09-25,2011-11-13,397.35,4.845731707317073,82,Two-Time Buyer,Repeat Buyer,48,26,4,2,2,422,Potential Loyalists
15430,2,2010-06-29,2010-08-29,954.75,26.520833333333332,36,Two-Time Buyer,Repeat Buyer,60,467,1,2,3,123,Lost
15431,1,2010-07-25,2010-07-25,153.24,76.62,2,One-Time Buyer,One-Time Buyer,0,502,1,1,1,111,Lost
15432,2,2010-06-16,2011-11-16,320.76,20.0475,16,Two-Time Buyer,Repeat Buyer,518,22,4,2,2,422,Potential Loyalists
15433,2,2011-03-17,2011-05-10,533.3,13.00731707317073,41,Two-Time Buyer,Repeat Buyer,53,213,2,2,2,222,Lost
15434,11,2010-01-24,2011-12-01,2567.06,19.157164179104477,134,Loyal Customer (10+ orders),Repeat Buyer,675,7,5,5,4,554,Champions
15435,1,2011-11-17,2011-11-17,149.29,5.147931034482759,29,One-Time Buyer,One-Time Buyer,0,21,4,1,1,411,Potential Loyalists
15436,3,2011-04-19,2011-11-27,1067.75,3.6692439862542954,291,Occasional Buyer (3-5 orders),Repeat Buyer,221,11,5,3,3,533,Loyal Customers
15437,2,2010-03-09,2011-03-22,393.45,6.902631578947368,57,Two-Time Buyer,Repeat Buyer,378,261,2,2,2,222,Lost
15438,1,2011-07-31,2011-07-31,156.57999999999998,6.263199999999999,25,One-Time Buyer,One-Time Buyer,0,130,3,1,1,311,At Risk
15439,4,2010-02-24,2010-10-31,1269.05,22.264035087719297,57,Occasional Buyer (3-5 orders),Repeat Buyer,248,404,2,3,4,234,Loyal Customers
15440,3,2011-05-15,2011-10-16,383.68,6.188387096774194,62,Occasional Buyer (3-5 orders),Repeat Buyer,154,54,4,3,2,432,Potential Loyalists
15441,3,2009-12-09,2010-11-08,1254.21,22.003684210526316,57,Occasional Buyer (3-5 orders),Repeat Buyer,334,395,2,3,4,234,Loyal Customers
15442,1,2011-04-05,2011-04-05,594.0,297.0,2,One-Time Buyer,One-Time Buyer,0,248,2,1,2,212,Lost
15443,14,2010-03-07,2011-12-08,5114.23,8.182768,625,Loyal Customer (10+ orders),Repeat Buyer,640,1,5,5,5,555,Champions
15444,2,2011-10-30,2011-11-30,1411.21,6.594439252336449,214,Two-Time Buyer,Repeat Buyer,31,8,5,2,4,524,Potential Loyalists
15445,2,2010-04-28,2011-03-20,284.5,20.321428571428573,14,Two-Time Buyer,Repeat Buyer,326,263,2,2,1,221,Lost
15446,3,2009-12-13,2010-11-28,399.75,3.5691964285714284,112,Occasional Buyer (3-5 orders),Repeat Buyer,349,376,2,3,2,232,Lost
15447,5,2010-03-24,2011-01-13,492.88,16.99586206896552,29,Occasional Buyer (3-5 orders),Repeat Buyer,294,330,2,4,2,242,Lost
15448,2,2010-02-03,2011-01-31,788.81,16.09816326530612,49,Two-Time Buyer,Repeat Buyer,361,312,2,2,3,223,Lost
15449,3,2011-03-23,2011-11-13,974.52,16.242,60,Occasional Buyer (3-5 orders),Repeat Buyer,235,25,4,3,3,433,Loyal Customers
15450,1,2011-11-09,2011-11-09,429.84,14.328,30,One-Time Buyer,One-Time Buyer,0,29,4,1,2,412,Potential Loyalists
15451,2,2010-04-19,2010-10-01,226.86,3.781,60,Two-Time Buyer,Repeat Buyer,164,433,1,2,1,121,Lost
15452,6,2010-07-16,2011-11-10,1785.1100000000001,8.970402010050252,199,Regular Buyer (6-10 orders),Repeat Buyer,481,29,4,4,4,444,Champions
15453,7,2011-06-05,2011-12-08,1371.77,4.91673835125448,279,Regular Buyer (6-10 orders),Repeat Buyer,185,1,5,4,4,544,Champions
15454,2,2010-03-31,2010-12-12,305.99,7.64975,40,Two-Time Buyer,Repeat Buyer,256,361,2,2,2,222,Lost
15455,1,2010-04-21,2010-04-21,38.25,19.125,2,One-Time Buyer,One-Time Buyer,0,597,1,1,1,111,Lost
15456,10,2009-12-08,2011-03-01,2091.52,9.21374449339207,227,Regular Buyer (6-10 orders),Repeat Buyer,448,282,2,5,4,254,Champions
15457,1,2011-03-22,2011-03-22,237.07,4.087413793103448,58,One-Time Buyer,One-Time Buyer,0,261,2,1,1,211,Lost
15458,2,2010-11-02,2011-11-14,370.43999999999994,28.495384615384612,13,Two-Time Buyer,Repeat Buyer,376,24,4,2,2,422,Potential Loyalists
15459,2,2010-07-30,2010-10-18,202.82999999999998,28.975714285714282,7,Two-Time Buyer,Repeat Buyer,80,416,1,2,1,121,Lost
15460,1,2010-12-20,2010-12-20,214.26,3.8260714285714283,56,One-Time Buyer,One-Time Buyer,0,353,2,1,1,211,Lost
15461,2,2010-03-18,2010-09-05,429.7,214.85,2,Two-Time Buyer,Repeat Buyer,170,460,1,2,2,122,Lost
15462,4,2010-09-20,2011-09-06,737.05,17.976829268292683,41,Occasional Buyer (3-5 orders),Repeat Buyer,351,93,3,3,3,333,Loyal Customers
15463,1,2011-11-10,2011-11-10,126.14,18.02,7,One-Time Buyer,One-Time Buyer,0,28,4,1,1,411,Potential Loyalists
